	RUT	N°ALUMNO	SEXO	CURRICULUM	CODIGO PROGRAMA	PROGRAMA	CODIGO PREFERENCIA ESPECIALIDAD	PREFERENCIA ESPECIALIDAD	CODIGO PREFERENCIA MAJOR	PREFERENCIA MAJOR	CODIGO MAJOR SELECCIONADO	MAJOR SELECCIONADO	CODIGO MINOR SELECCIONADO	MINOR SELECCIONADO	TRACK/ÁREA	PLAN DE ESTUDIOS PERSONALIZADO	ESTADO	AÑO INGRESO	VÍA DE INGRESO	TIPO INGRESO ESPECIAL	PROM. PPA	TOTAL CRÉDITOS APROBADOS	TOTAL CRÉDITOS CONVALIDADOS	TOTAL CRÉDITOS APROBADOS+CONVALIDADOS	TOTAL CRÉDITOS REPROBADOS	TOTAL CRÉDITOS INSCRITOS	ESTUDIOS VIGENTES(PARALELO)	ESTUDIOS NO VIGENTES(FINALIZADOS POR ALGÚN MOTIVO)	LICENCIADO	FECHA LIC.	EGRESADO	FECHA EGR.	TITULADO	COLEGIO REGIÓN	COLEGIO TIPO	COLEGIO EGRESO	ESTADO DSRD ACTUAL	TIPO INGRESO	PUESTO
705	460	460	M	C2013	40013	ING CIVIL	 	 	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81119	MINOR DE AMPLITUD EN FUNDAMENTOS DE INGENIERÍA AEROESPACIAL		NO	AUSENTE POR NO INSCRITO EN CURSO	2013	ESPECIAL	BECA EXCELENCIA ACADEMICA	"4,72"	305	0	305	80	385	ING CIVIL		NO		NO		NO	VII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	227	-	685
706	461	461	M	C2013	40013	ING CIVIL	 	 	81022	MAJOR EN INGENIERÍA BIOLÓGICA	81022	MAJOR EN INGENIERÍA BIOLÓGICA	81107	MINOR DE PROFUNDIDAD EN BIOINGENIERÍA		NO	REGULAR	2013	ESPECIAL	BECA EXCELENCIA ACADEMICA	"4,54"	250	0	250	120	420	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	728
707	503	503	M	C2013	40013	ING CIVIL	40095	"Ingeniero Civil de Industrias, Diploma en Ingeniería en Tecnologías de Información"	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ESPECIAL	BECA EXCELENCIA ACADEMICA	"5,40"	510	0	510	10	555	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	721
708	519	519	M	C2013	40013	ING CIVIL	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ESPECIAL	BECA EXCELENCIA ACADEMICA	"5,24"	430	0	430	20	500	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	752
709	680	680	F	C2013	40013	ING CIVIL	40092	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Transporte"	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ESPECIAL	BECA EXCELENCIA ACADEMICA	"4,73"	375	0	375	120	555	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	689
710	806	806	F	C2013	40013	ING CIVIL	40093	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Minería"	 	 	81007	MAJOR EN INGENIERÍA MINERA	81143	MINOR DE PROFUNDIDAD EN PROCESOS MINEROS		NO	REGULAR	2013	ESPECIAL	BECA EXCELENCIA ACADEMICA	"4,81"	420	0	420	80	565	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	789
711	808	808	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81007	MAJOR EN INGENIERÍA MINERA	81142	MINOR DE PROFUNDIDAD EN GESTIÓN MINERA		NO	REGULAR	2013	ESPECIAL	BECA EXCELENCIA ACADEMICA	"4,75"	450	0	450	70	580	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	715
712	101	101	M	C2013	40013	ING CIVIL	40093	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Minería"	81007	MAJOR EN INGENIERÍA MINERA	81008	MAJOR EN INGENIERÍA MECÁNICA	81144	MINOR DE PROFUNDIDAD EN MATERIALES		NO	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,66"	455	0	455	95	610	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
713	125	125	M	C2013	40013	ING CIVIL	 	 	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,59"	300	0	300	105	440	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
714	293	293	F	C2013	40013	ING CIVIL	 	 	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81118	MINOR DE AMPLITUD EN INGENIERÍA MECÁNICA	Track Ingeniería	NO	AUSENTE POR NO INSCRITO EN CURSO	2013	ESPECIAL	TALENTOS E INCLUSION	"4,71"	355	0	355	110	465	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	227	-	
715	299	299	F	C2013	40013	ING CIVIL	40006	Ingeniero Civil Mecánico	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81130	MINOR DE AMPLITUD EN AGUA Y ENERGÍA		SI	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,40"	245	0	245	100	410	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	
716	316	316	M	C2013	40013	ING CIVIL	 	 	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ESPECIAL	TALENTOS E INCLUSION	"0,00"	195	0	195	90	285		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	334	-	
717	318	318	F	C2013	40013	ING CIVIL	 	 	81005	MAJOR EN GEOCIENCIAS	 	 	 	 	 	NO	NO VIGENTE RENUNCIADO	2013	ESPECIAL	TALENTOS E INCLUSION	"4,48"	50	0	50	50	100		ING CIVIL()	NO		NO		NO	VII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	333	-	
718	319	319	M	C2013	40013	ING CIVIL	40072	"Ingeniero Civil de Industrias, Diploma en Ingeniería Química"	81001	MAJOR EN INGENIERÍA QUÍMICA	81001	MAJOR EN INGENIERÍA QUÍMICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	NO VIGENTE RENUNCIADO	2013	ESPECIAL	TALENTOS E INCLUSION	"5,13"	335	0	335	60	395		ING CIVIL()	NO		NO		NO	VIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	333	-	
719	329	329	F	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	 	 	 	 	 	NO	NO VIGENTE RENUNCIADO	2013	ESPECIAL	TALENTOS E INCLUSION	"5,56"	10	0	10	40	50		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	333	-	
720	336	336	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	 	 	 	 	 	NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ESPECIAL	TALENTOS E INCLUSION	"3,62"	75	0	75	90	165		ING CIVIL()	NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	334	-	
721	379	379	F	C2013	40013	ING CIVIL	 	 	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81008	MAJOR EN INGENIERÍA MECÁNICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"5,03"	405	0	405	70	530	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
722	396	396	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		SI	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,84"	460	0	460	65	580	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	
723	433	433	M	C2013	40013	ING CIVIL	 	 	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81012	MAJOR EN INGENIERÍA ESTRUCTURAL	81125	MINOR DE AMPLITUD EN INGENIERÍA DE CONSTRUCCIÓN		NO	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,78"	435	0	435	80	565	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
724	450	450	M	C2013	40013	ING CIVIL	 	 	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81149	MINOR DE PROFUNDIDAD EN ENERGÍA ELÉCTRICA		SI	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,79"	390	0	390	90	530	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
725	493	493	M	C2013	40013	ING CIVIL	 	 	81002	MAJOR EN SISTEMAS DE TRANSPORTE	 	 	 	 	 	NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ESPECIAL	TALENTOS E INCLUSION	"4,04"	35	0	35	60	95		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	334	-	
726	494	494	M	C2013	40013	ING CIVIL	 	 	 	 	81014	MAJOR EN INGENIERÍA DE CONSTRUCCIÓN	81151	MINOR DE PROFUNDIDAD EN OBRAS CIVILES		NO	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,91"	450	0	450	35	535	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
727	495	495	F	C2013	40013	ING CIVIL	 	 	81021	MAJOR EN INGENIERÍA BIOMÉDICA	81008	MAJOR EN INGENIERÍA MECÁNICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,97"	415	0	415	80	555	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
728	501	501	M	C2013	40013	ING CIVIL	 	 	81007	MAJOR EN INGENIERÍA MINERA	81017	MAJOR EN INGENIERÍA AMBIENTAL	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,54"	390	0	390	140	580	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	
729	502	502	M	C2013	40013	ING CIVIL	 	 	81007	MAJOR EN INGENIERÍA MINERA	81007	MAJOR EN INGENIERÍA MINERA	81142	MINOR DE PROFUNDIDAD EN GESTIÓN MINERA		NO	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"5,26"	520	0	520	30	585	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
730	516	516	F	C2013	40013	ING CIVIL	 	 	 	 	81013	MAJOR EN INGENIERÍA ELÉCTRICA	 	 	 	NO	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"5,04"	410	0	410	60	530	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO		100	-	
731	520	520	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81112	MINOR DE AMPLITUD EN LOGÍSTICA Y TRANSPORTE DE CARGA		SI	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,49"	420	0	420	95	565	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	
732	678	678	F	C2013	40013	ING CIVIL	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería	NO	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,68"	410	0	410	140	610	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
733	679	679	M	C2013	40013	ING CIVIL	 	 	81006	MAJOR EN INGENIERÍA CIVIL	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81134	MINOR DE PROFUNDIDAD EN AUTOMATIZACIÓN E INTELIGENCIA COMPUTACIONAL		NO	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,31"	285	0	285	160	475	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
734	686	686	M	C2013	40013	ING CIVIL	40092	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Transporte"	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		SI	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,65"	380	0	380	80	510	ING CIVIL		NO		NO		NO	V	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
735	710	710	F	C2013	40013	ING CIVIL	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	 	 	 	 	 	NO	NO VIGENTE RENUNCIADO	2013	ESPECIAL	TALENTOS E INCLUSION	"4,86"	90	0	90	60	150		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	333	-	
736	733	733	M	C2013	40013	ING CIVIL	40062	"Ingeniero Civil de Industrias, Diploma en Ingeniería Eléctrica"	81013	MAJOR EN INGENIERÍA ELÉCTRICA	 	 	 	 	 	NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ESPECIAL	TALENTOS E INCLUSION	"3,99"	70	0	70	90	160		ING CIVIL()	NO		NO		NO	IX	MUNICIPAL SUBVENCIONADO GRATUITO	2012	334	-	
737	736	736	F	C2013	40013	ING CIVIL	 	 	81005	MAJOR EN GEOCIENCIAS	 	 	 	 	 	NO	NO VIGENTE RENUNCIADO	2013	ESPECIAL	TALENTOS E INCLUSION	"4,41"	40	0	40	50	90		ING CIVIL()	NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	333	-	
738	740	740	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81129	MINOR DE AMPLITUD EN AGUA Y MINERÍA		NO	NO VIGENTE RENUNCIADO	2013	ESPECIAL	TALENTOS E INCLUSION	"4,95"	85	0	85	100	185		ING CIVIL()	NO		NO		NO	VI	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	333	-	
739	752	752	M	C2013	40013	ING CIVIL	 	 	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81130	MINOR DE AMPLITUD EN AGUA Y ENERGÍA	Área 1: Externalidades e Impacto Ambiental	SI	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,67"	430	0	430	80	570	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
740	756	756	F	C2013	40013	ING CIVIL	 	 	 	 	81016	MAJOR EN CIENCIAS AMBIENTALES	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,62"	365	0	365	140	565	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
741	760	760	F	C2013	40013	ING CIVIL	40093	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Minería"	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Recursos Hídricos	NO	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,90"	400	0	400	70	535	ING CIVIL		NO		NO		NO	V	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
742	762	762	M	C2013	40013	ING CIVIL	 	 	81007	MAJOR EN INGENIERÍA MINERA	81098	MAJOR EN INVESTIGACIÓN OPERATIVA (V.2014)	81117	MINOR DE AMPLITUD EN FUNDAMENTOS PARA LA GESTIÓN MINERA		NO	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,79"	460	0	460	60	570	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
743	763	763	F	C2013	40013	ING CIVIL	 	 	81006	MAJOR EN INGENIERÍA CIVIL	81006	MAJOR EN INGENIERÍA CIVIL	10000	SELECCIONAR ESTE TEXTO PARA REALIZAR INSCRIPCIÓN	Track Ingeniería de Minería	NO	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,46"	340	0	340	120	520	ING CIVIL		NO		NO		NO	IV	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	
744	796	796	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81008	MAJOR EN INGENIERÍA MECÁNICA	81144	MINOR DE PROFUNDIDAD EN MATERIALES		NO	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,73"	450	0	450	80	590	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
745	797	797	M	C2013	40013	ING CIVIL	 	 	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81152	MINOR DE PROFUNDIDAD EN FUNDAMENTOS CIENTÍFICOS Y TECNOLÓGICOS DE LA COMPUTACIÓN		NO	AUSENTE POR NO INSCRITO EN CURSO	2013	ESPECIAL	TALENTOS E INCLUSION	"4,31"	285	0	285	135	420	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	227	-	
746	800	800	M	C2013	40013	ING CIVIL	 	 	81019	MAJOR EN INGENIERÍA Y ARQUITECTURA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81117	MINOR DE AMPLITUD EN FUNDAMENTOS PARA LA GESTIÓN MINERA		SI	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"5,03"	475	0	475	40	575	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
747	805	805	M	C2013	40013	ING CIVIL	 	 	81014	MAJOR EN INGENIERÍA DE CONSTRUCCIÓN	81014	MAJOR EN INGENIERÍA DE CONSTRUCCIÓN	81151	MINOR DE PROFUNDIDAD EN OBRAS CIVILES		NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ESPECIAL	TALENTOS E INCLUSION	"0,00"	170	0	170	120	290		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	334	-	
748	817	817	M	C2013	40013	ING CIVIL	 	 	 	 	 	 	 	 	 	NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ESPECIAL	TALENTOS E INCLUSION	"3,14"	40	0	40	120	160		ING CIVIL()	NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	334	-	
749	820	820	F	C2013	40013	ING CIVIL	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81132	MINOR DE PROFUNDIDAD ARTICULACIÓN INGENIERÍA CIVIL	Track Ingeniería y Diseño	NO	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,55"	365	0	365	150	555	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
750	823	823	F	C2013	40013	ING CIVIL	 	 	 	 	 	 	 	 	 	NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ESPECIAL	TALENTOS E INCLUSION	"1,77"	0	0	0	70	70		ING CIVIL()	NO		NO		NO	VIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	334	-	
751	830	830	F	C2013	40013	ING CIVIL	 	 	 	 	81099	"MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE (V.2016)
"	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	REGULAR	2013	ESPECIAL	TALENTOS E INCLUSION	"4,23"	250	0	250	130	410	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
752	4	4	M	C2013	40013	ING CIVIL	40092	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Transporte"	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Área 4: Profundización en Ingeniería de Transporte	NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ORDINARIA PAA		"0,00"	125	50	175	115	240		"ING CIVIL PLAN COMUN(), ING CIVIL()"	NO		NO		NO	VI	PARTICULAR PAGADO	2002	334	-	226
753	45	45	M	C2013	40013	ING CIVIL	 	 	 	 	 	 	 	 	 	NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ORDINARIA PAA		"2,38"	10	0	10	90	100		ING CIVIL()	NO		NO		NO	I	PARTICULAR PAGADO	2011	334	-	424
754	69	69	M	C2013	40013	ING CIVIL	40095	"Ingeniero Civil de Industrias, Diploma en Ingeniería en Tecnologías de Información"	81007	MAJOR EN INGENIERÍA MINERA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		NO	REGULAR	2013	ORDINARIA PAA		"4,80"	405	0	405	70	525	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2011	100	-	108
755	118	118	M	C2013	40013	ING CIVIL	40052	"Ingeniero Civil de Industrias, Diploma en Ingeniería Mecánica"	 	 	81098	MAJOR EN INVESTIGACIÓN OPERATIVA (V.2014)	81118	MINOR DE AMPLITUD EN INGENIERÍA MECÁNICA		SI	REGULAR	2013	ORDINARIA PAA		"4,73"	420	30	450	60	540	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2011	100	-	332
756	99	99	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería Hidráulica	SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"5,08"	200	70	270	0	200	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	VIII	PARTICULAR PAGADO	2011	342	College	91
757	408	408	M	C2013	40013	ING CIVIL	 	 	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81147	MINOR DE PROFUNDIDAD EN HIDROGEOLOGÍA	Track Ingeniería Hidráulica	NO	REGULAR	2013	ORDINARIA PAA		"4,74"	410	0	410	60	525	ING CIVIL		NO		NO		NO	VIII	PARTICULAR PAGADO	2012	100	-	336
758	517	517	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81008	MAJOR EN INGENIERÍA MECÁNICA	81145	MINOR DE PROFUNDIDAD EN MECATRÓNICA		SI	REGULAR	2013	ESPECIAL	BECA EXCELENCIA ACADEMICA	"5,17"	510	0	510	20	580	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	844
759	653	653	M	C2013	40013	ING CIVIL	 	 	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81008	MAJOR EN INGENIERÍA MECÁNICA	81145	MINOR DE PROFUNDIDAD EN MECATRÓNICA		NO	REGULAR	2013	ESPECIAL	Cambio de Carrera por Vocación	"4,36"	255	0	255	120	425	ING CIVIL	LIC CCNN Y MATEMATIC()	NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
760	819	819	F	C2013	40013	ING CIVIL	 	 	81012	MAJOR EN INGENIERÍA ESTRUCTURAL	81012	MAJOR EN INGENIERÍA ESTRUCTURAL	81132	MINOR DE PROFUNDIDAD ARTICULACIÓN INGENIERÍA CIVIL		NO	REGULAR	2013	ESPECIAL	ENSENANZA MEDIA EN EL EXTRANJERO	"4,99"	455	0	455	30	530	ING CIVIL		NO		NO		NO	No	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	
761	6	6	M	C2013	40013	ING CIVIL	40008	"Ingeniero Civil, Diploma en Ingeniería de Minería"	81007	MAJOR EN INGENIERÍA MINERA	81007	MAJOR EN INGENIERÍA MINERA	81143	MINOR DE PROFUNDIDAD EN PROCESOS MINEROS		NO	REGULAR	2013	ESPECIAL	CAMBIO CARRERA SANTIAGO	"5,29"	430	130	560	30	480	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2005	100	-	
762	8	8	M	C2013	40013	ING CIVIL	 	 	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81145	MINOR DE PROFUNDIDAD EN MECATRÓNICA		NO	REGULAR	2013	ESPECIAL	CAMBIO CARRERA SANTIAGO	"4,84"	220	196	416	100	360	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2006	100	-	
763	9	9	M	C2013	40013	ING CIVIL	40082	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Computación"	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81152	MINOR DE PROFUNDIDAD EN FUNDAMENTOS CIENTÍFICOS Y TECNOLÓGICOS DE LA COMPUTACIÓN		NO	NO VIGENTE RENUNCIADO	2013	ESPECIAL	CAMBIO CARRERA SANTIAGO	"5,58"	80	255	335	50	130		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2007	333	-	
